cluster_id,summary_keywords
0,"devices issues, device good, device working, issues product, fine issues"
5,"tablet 32gb, tablet 40gb, tab3 memory, tablet 64gb, 64gb tablet"
6,"card reliable, card s3, s3 32gb, sdcard phone, s3 card"
7,"storage sandisk, sandisk microsd, sandisk sd, sandisk reliable, sandisk use"
8,"sd card, sd cards, 32gb sandisk, sandisk 32gb, sdcard"
3,"sandisk microsd, sandisk sd, sandisk micro, sandisk compatibility, works sandisk"
2,"fast memorycard, memory card, samsung card, sd card, sandisk slow"
1,"card gopro, microsdxc gopro, gopro 32gb, carduse gopro, gopro memory"
9,"storage smartphone, gb storage, device storage, smartphone storage, storage 128gb"
4,"dslr card, card performance, quality card, 16gb card, 32gb camera"
