cluster_id,summary_keywords
1,"noticeable issues, device complaints, issues recommended, complaints fine, issues complaints"
7,"memory smartphone, memory samsung, storage smartphone, phones memory, smartphone storage"
2,"s3 32gb, cards 32gb, 32gb reviews, recommend 32gb, card 32gb"
3,"sandisk storage, storage sandisk, sandisk microsd, sd sandisk, sandisk sd"
0,"sd card, gb microsd, sd cards, 16gb microsd, 32gb microsd"
5,"sdhc card, sd card, microsdhc gopro, sdhc cards, card camera"
6,"memory card, microsd card, samsung card, card sd, sd card"
8,"sandisk ultras, sandisk recommended, sandisk ultra, sandisk highly, performance sandisk"
9,"sandisk warranty, warranty sandisk, returned sandisk, failure sandisk, samsung sandisk"
4,"gps camera, video camera, recording camera, lumix camera, camera recording"
