file_name,overall_summary
cluster_bge_hdbscan_30_keyBERT.csv,"issues product, tested adapter, adapter works, adapter advertised, issues great memory smartphone, memory mobile, phone memory, memory card, fine memory s3 card, card s3, s3 sd, s3 32gb, s3 memory sandisk ultra, card sandisk, sandisk card, sd card, s4 card recommend 32gb, sd card, storage card, 32gb card, fastest storage usb sd, sandisk microsd, sandisk sd, sd storage, sandisk usb buying sandisk, sandisk quality, purchase sandisk, buy sandisk, brand sandisk card gopro, carduse gopro, gopro hero3, memory card, microsd card sandisk reliable, sandisk recommend, recommend sandisk, sandisk reasonably, sandisk good sd card, s2 64gb, sdcard, samsung microsd, samsung s2 storage small, gb storage, usable storage, storage space, 27gb storage microsd card, microsd fast, fastest microsd, faster microsd, 16gb cards tablet 32gb, tablet 64gb, 64gb surface, 32gb microsd, surface pro sandisk recovery, kingston sandisk, sandisk s3, card sandisk, dead sdcard sandisk microsd, microsd card, sd card, reviews microsd, memory card camera sd, card camera, sd card, 32gb camera, camera format 32gb sandisk, sandisk 64gb, sd card, sd cards, sandisk 8mb storage tablet, memory tablet, tablet memory, 32gb storage, tablets memory storage music, storage mp3, smartphone storage, storage android, storage phone writes card, write card, card sd, microsd card, sd card storage phone, phone storage, storage good, phone memory, nokia lumia tab3 memory, tablet 1gb, samsung tab3, tab memory, tablet memory 16gb tablet, tablet sd, tablet 32gb, memory tablet, tablet 40gb sandisk recording, card gopro, recording video, record video, recording cards unreliable sandisk, issues sandisk, sandisk problems, samsung sandisk, sandisk works sdxc card, microsdxc card, mbps sandisk, sandisk microsd, microsd card sandisk best, data chip, chip samsung, memory chip, faster chip card dashcam, sd card, memory card, dashcam records, cam cards"
cluster_bge_hdbscan_40_keyBERT.csv,"issues product, tested adapter, adapter works, adapter advertised, issues great memory smartphone, memory mobile, phone memory, memory card, fine memory s3 card, card s3, s3 sd, s3 32gb, s3 memory sandisk reliable, sandisk consistently, sandisk fast, sandisk good, sandisk rely sandisk ultra, card sandisk, sandisk card, sd card, s4 card recommend 32gb, sd card, storage card, 32gb card, fastest storage usb sd, sandisk microsd, sandisk sd, sd storage, sandisk usb card gopro, carduse gopro, cards gopro, gopro sandisk, sandisk gopro pictures memory, storage photos, photos 16gb, phone memory, s4 storage sd card, s2 64gb, sdcard, samsung microsd, samsung s2 storage small, gb storage, usable storage, storage space, 27gb storage microsd cards, speeds microsd, microsd card, microsd fast, fastest microsd tablet 32gb, tablet 64gb, 64gb surface, 32gb microsd, surface pro sandisk recovery, kingston sandisk, sandisk s3, card sandisk, dead sdcard sandisk microsd, microsd card, sd card, reviews microsd, memory card dslr card, card camera, videos card, camera card, cameras card 32gb sandisk, sandisk 64gb, sd card, sd cards, sandisk 8mb storage tablet, memory tablet, tablet memory, 32gb storage, tablets memory writes card, write card, card sd, microsd card, sd card tab3 memory, tablet 1gb, samsung tab3, tab memory, tablet memory 16gb tablet, tablet sd, tablet 32gb, memory tablet, tablet 40gb unreliable sandisk, issues sandisk, sandisk problems, samsung sandisk, sandisk works"
cluster_bge_hdbscan_50_keyBERT.csv,"issues product, tested adapter, adapter works, adapter advertised, issues great memory smartphone, memory mobile, phone memory, memory card, fine memory s3 card, card s3, s3 sd, s3 32gb, s3 memory sandisk reliable, sandisk consistently, sandisk fast, sandisk good, sandisk rely sandisk ultra, card sandisk, sandisk card, sd card, s4 card recommend 32gb, sd card, storage card, 32gb card, fastest storage usb sd, sandisk microsd, sandisk sd, sd storage, sandisk usb card gopro, carduse gopro, cards gopro, gopro sandisk, sandisk gopro pictures memory, storage photos, photos 16gb, phone memory, s4 storage sd card, s2 64gb, sdcard, samsung microsd, samsung s2 storage small, gb storage, usable storage, storage space, 27gb storage microsd cards, speeds microsd, microsd card, microsd fast, fastest microsd sandisk s3, sandisk advise, reliable sandisk, sandisk warranty, failure sandisk tablet 32gb, tablet 64gb, 64gb surface, 32gb microsd, surface pro sandisk microsd, microsd card, sd card, reviews microsd, memory card dslr card, card camera, videos card, camera card, cameras card 32gb sandisk, sandisk 64gb, sd card, sd cards, sandisk 8mb tablet 32gb, 16gb tablet, tablet 40gb, tablet memory, memory tablet writes card, write card, card sd, microsd card, sd card tab3 memory, tablet 1gb, samsung tab3, tab memory, tablet memory"
cluster_bge_kmeans_10_keyBERT.csv,"devices issues, device good, device working, issues product, fine issues tablet 32gb, tablet 40gb, tab3 memory, tablet 64gb, 64gb tablet card reliable, card s3, s3 32gb, sdcard phone, s3 card storage sandisk, sandisk microsd, sandisk sd, sandisk reliable, sandisk use sd card, sd cards, 32gb sandisk, sandisk 32gb, sdcard sandisk microsd, sandisk sd, sandisk micro, sandisk compatibility, works sandisk fast memorycard, memory card, samsung card, sd card, sandisk slow card gopro, microsdxc gopro, gopro 32gb, carduse gopro, gopro memory storage smartphone, gb storage, device storage, smartphone storage, storage 128gb dslr card, card performance, quality card, 16gb card, 32gb camera"
cluster_bge_kmeans_15_keyBERT.csv,"sd card, quality chip, memory card, card adapter, issues product phone memory, phones memory, memory samsung, memory phone, s4 memory card s3, note2 card, s3 sandisk, s3 card, card reliable sd card, samsung class, samsung 10, card phone, media card sandisk microsd, sandisk 32gb, microsd memory, sandisk 64gb, memory microsd sandisk reliable, sandisk consistently, sandisk faster, sandisk recommended, sandisk good sd card, sandisk affordable, sd cards, 32gb sandisk, sandisk 32gb usb3 reader, sandisk microsd, works sandisk, sandisk sd, compatability microsd card reliable, card slow, recommended card, slower card, tablet card card gopro, microsdxc gopro, gopro 32gb, carduse gopro, gopro memory storage card, storage phone, bigger storage, storage smartphone, storage cards dslr card, card performance, quality card, 16gb card, 32gb camera tablet 32gb, tablet 40gb, tab3 memory, tablet 64gb, tablet 1gb performance usb, storage speed, performance sandisk, faster usb, write speeds sandisk warranty, sandisk advise, warranty sandisk, sandisk s3, reliable sandisk"
cluster_bge_kmeans_20_keyBERT.csv,"sd card, properly adapter, memory card, card adapter, tested adapter phone memory, media smartphone, memory phone, galaxy devices, devices issues s3 card, card s3, s3 sd, s3 sandisk, s3 32gb sd card, reliable card, samsung card, card android, smartphone card storage sandisk, sandisk microsd, sandisk sd, sandisk reliable, sandisk use sandisk affordable, recommend sandisk, 32gb sandisk, sandisk 32gb, sandisk primarily microsd card, sandisk microsd, 32gb microsd, ultra microsd, microsd cards sandisk ultra, recommended sandisk, s4 memory, card sandisk, rely sandisk sd card, card sd, sd cards, sdcard, card 30mb usb3 reader, sandisk microsd, works sandisk, sandisk sd, compatability microsd card gopro, sandisk gopro, cards gopro, gopro hero3, carduse gopro phone memory, increase storage, jeopardize 2gb, 2gb memory, phone storage camera sandisk, works nl1520, nl1520 video, camera sd, cam 32gb san disk, memory san, storage disk, storage recommend, best disk s2 64gb, samsung note2, memory samsung, storage samsung, samsung s2 speeds tablet, tablet speed, performance usb, samsung fast, device fast sandisk warranty, sandisk advise, warranty sandisk, sandisk s3, reliable sandisk memory card, memory smartphone, memory tablet, affordable memory, memory cards memory card, card memory, camera memory, sd card, card camera tablet 40gb, tablet 32gb, 16gb tablet, tablet 16gb, tablet storage"
cluster_e5_hdbscan_30_keyBERT.csv,"16gb sdcard, sd card, s3 16gb, card sd, note2 card s4 card, slower card, s3 card, s4 memory, card samsung reliable sandisk, sandisk reliable, sandisk good, sandisk best, sandisk great faster microsd, sd card, sd cards, reliable microsd, camera sd card gopro, cards gopro, microsdxc card, carduse gopro, microsd card sandisk reliable, sandisk reputable, sandisk disappoints, sandisk best, recommended sandisk samsung sandisk, sandisk replacement, warranty sandisk, failure sandisk, complaint sandisk memory card, memory cards, storage card, sd card, storage cards sandisk 32gb, sandisk advice, sandisk memory, sandisk recommended, sandisk samsung video transfer, video recording, video camera, camera recording, record video works advertised, advertised works, doesn break, service works, reliable priced memory card, card memory, card issues, memory cards, card problems camera memory, recording 1080p, card camera, camera card, footage card 32gb microsd, 16gb microsd, sd card, microsd samsung, 8gb microsd tablets 32gb, 32gb microsd, 32gb storage, storage tablet, recommended 32gb tablet memory, storage smartphone, memory card, store memory, unlimited storage memory tablet, tablets memory, storage videos, smartphone storage, memory phone s3 memory, card s3, storage smartphone, samsung s3, galaxy s3 storage great, storage good, decent storage, good storage, excellent storage class card, sd card, sd cards, card class, class cards micro sdcard, memory sandisk, sandisk micro, sandisk quality, s16gb sandisk card benchmarks, samsung card, benchmark card, card reliable, reliable card memory samsung, samsung note, fast storage, files galaxy, smartphone samsung sandisk quality, camera sandisk, gopro sandisk, sandisk gopro, quality sandisk galaxy iiis, microsd galaxy, 32gb microsd, galaxy s3, sandisk micro samsung tablet, tablet good, android tablet, perfectly tablet, perfect samsung gopro hero3, gopro3 camera, hero3 sd, gopro hd, hero3 camera card gopro, cards gopro, camera card, microsdxc gopro, dslr gopro storage tablet, tablet storage, tablet sd, tablet 64gb, tablet reliable need review, adaptor words, adaptor, review install, requirement review samsung gs4, samsung s4, s4 reads, galaxy s4, s4 problems memory card, sd card, memory cards, card sd, sd cards microsd card, fastest microsd, microsd faster, sd card, sd microsd card fat32, exfat s3, card samsung, card recognized, format card storage tablet, samsung tablet, tablet sd, tablet galaxy, galaxy tab2"
cluster_e5_hdbscan_40_keyBERT.csv,"absolutely issues, storage excellent, issues product, issues great, issues certainly s4 card, slower card, s3 card, s4 memory, card samsung recommended sandisk, sandisk recommend, recomended sandisk, sandisk good, sandisk reliable card gopro, cards gopro, microsdxc card, carduse gopro, microsd card samsung sandisk, sandisk replacement, warranty sandisk, failure sandisk, complaint sandisk memory card, storage card, sd card, sd cards, fast memorycard video transfer, video recording, video camera, camera recording, record video memory card, card memory, card issues, memory cards, card problems s3 memory, s3 32gb, s4 memory, sd card, card sd tablets 32gb, 32gb microsd, 32gb storage, storage tablet, recommended 32gb tablet memory, storage smartphone, memory card, store memory, unlimited storage memory tablet, tablets memory, storage videos, smartphone storage, memory phone storage great, storage good, decent storage, good storage, excellent storage class card, sd card, sd cards, card class, class cards micro sdcard, memory sandisk, sandisk micro, sandisk quality, s16gb sandisk card benchmarks, samsung card, benchmark card, card reliable, reliable card memory samsung, samsung note, fast storage, files galaxy, smartphone samsung sandisk quality, camera sandisk, gopro sandisk, sandisk gopro, quality sandisk galaxy iiis, microsd galaxy, 32gb microsd, galaxy s3, sandisk micro gopro hero3, gopro3 camera, hero3 sd, gopro hd, hero3 camera storage tablet, tablet storage, tablet sd, tablet 64gb, tablet reliable samsung gs4, samsung s4, s4 reads, galaxy s4, s4 problems memory card, sd card, memory cards, card sd, sd cards card fat32, exfat s3, card samsung, card recognized, format card storage tablet, samsung tablet, tablet sd, tablet galaxy, galaxy tab2"
cluster_e5_hdbscan_50_keyBERT.csv,"durability use, reliable storage, storage excellent, storage good, reliable use s4 card, slower card, s3 card, s4 memory, card samsung recommended sandisk, sandisk recommend, recomended sandisk, sandisk good, sandisk reliable card gopro, cards gopro, microsdxc card, carduse gopro, microsd card samsung sandisk, sandisk replacement, warranty sandisk, failure sandisk, complaint sandisk memory card, storage card, sd card, sd cards, fast memorycard video transfer, video recording, video camera, camera recording, record video memory card, card memory, card issues, memory cards, card problems s3 memory, s3 32gb, s4 memory, sd card, card sd tablets 32gb, 32gb microsd, 32gb storage, storage tablet, recommended 32gb tablet memory, storage smartphone, memory card, store memory, unlimited storage class card, sd card, sd cards, card class, class cards s3 memory, s16gb sandisk, sandisk quality, sandisk good, galaxy iiis card benchmarks, samsung card, benchmark card, card reliable, reliable card memory samsung, samsung note, fast storage, files galaxy, smartphone samsung gopro hero3, gopro3 camera, hero3 sd, gopro hd, hero3 camera storage tablet, tablet storage, tablet sd, tablet 64gb, tablet reliable samsung gs4, samsung s4, s4 reads, galaxy s4, s4 problems memory card, sd card, memory cards, card sd, sd cards storage tablet, samsung tablet, tablet sd, tablet galaxy, galaxy tab2"
cluster_e5_kmeans_10_keyBERT.csv,"noticeable issues, device complaints, issues recommended, complaints fine, issues complaints memory smartphone, memory samsung, storage smartphone, phones memory, smartphone storage s3 32gb, cards 32gb, 32gb reviews, recommend 32gb, card 32gb sandisk storage, storage sandisk, sandisk microsd, sd sandisk, sandisk sd sd card, gb microsd, sd cards, 16gb microsd, 32gb microsd sdhc card, sd card, microsdhc gopro, sdhc cards, card camera memory card, microsd card, samsung card, card sd, sd card sandisk ultras, sandisk recommended, sandisk ultra, sandisk highly, performance sandisk sandisk warranty, warranty sandisk, returned sandisk, failure sandisk, samsung sandisk gps camera, video camera, recording camera, lumix camera, camera recording"
