cluster_id,summary_keywords
13,"adapter reliable, properly adapter, adapter bad, product breaks, bad adapter"
7,"memory phone, phone memory, memory tablet, memory samsung, memory mobile"
19,"san disk, san disc, quality disk, disks great, buy disks"
2,"s3 card, card performance, card s3, s3 16gb, note2 card"
1,"sd card, microsd card, card reliable, sd cards, quality cards"
12,"tablet 32gb, tablet 40gb, storage tablet, tablet storage, 64gb tablet"
6,"speeds microsd, faster sandisk, slower usb, sandisk fast, faster microsd"
15,"sandisk 32gb, 32gb sdcard, sandisk 128gb, 16gb sdcard, sandisk 64gb"
17,"memory htc, memory phone, memory samsung, s4 memory, use htc"
11,"sd card, recommend sandisk, sd cards, sandisk good, cards sd"
3,"sandisk reliable, reviews sandisk, reliable sandisk, sandisk reputable, buying sandisk"
16,"sdhc card, reliable sdhc, microsdhc card, microsdhc sdhc, card camera"
4,"card gopro, carduse gopro, gopro sandisk, sandisk gopro, cards gopro"
9,"storage phone, storage samsung, storage smartphone, device storage, phone storage"
18,"storage tablet, memory tablet, tablet performance, 16gb tablet, gig tablet"
8,"failure sandisk, sandisk faulty, sandisk replaced, failed sandisk, issues sandisk"
14,"memory card, card memory, fast memorycard, memory cards, affordable memory"
0,"device fast, speed 30mb, fast microsdxc, storage fast, 13mb consistently"
10,"surface pro, surface pros, microsoft surface, surface tablet, windows surface"
5,"sandisk microsd, microsd card, sandisk sd, microsd cards, card microsd"
