cluster_id,summary_keywords
19,"absolutely issues, storage excellent, issues product, issues great, issues certainly"
15,"s4 card, slower card, s3 card, s4 memory, card samsung"
12,"recommended sandisk, sandisk recommend, recomended sandisk, sandisk good, sandisk reliable"
6,"card gopro, cards gopro, microsdxc card, carduse gopro, microsd card"
22,"samsung sandisk, sandisk replacement, warranty sandisk, failure sandisk, complaint sandisk"
3,"memory card, storage card, sd card, sd cards, fast memorycard"
1,"video transfer, video recording, video camera, camera recording, record video"
7,"memory card, card memory, card issues, memory cards, card problems"
4,"s3 memory, s3 32gb, s4 memory, sd card, card sd"
2,"tablets 32gb, 32gb microsd, 32gb storage, storage tablet, recommended 32gb"
17,"tablet memory, storage smartphone, memory card, store memory, unlimited storage"
16,"memory tablet, tablets memory, storage videos, smartphone storage, memory phone"
18,"storage great, storage good, decent storage, good storage, excellent storage"
9,"class card, sd card, sd cards, card class, class cards"
14,"micro sdcard, memory sandisk, sandisk micro, sandisk quality, s16gb sandisk"
21,"card benchmarks, samsung card, benchmark card, card reliable, reliable card"
20,"memory samsung, samsung note, fast storage, files galaxy, smartphone samsung"
0,"sandisk quality, camera sandisk, gopro sandisk, sandisk gopro, quality sandisk"
13,"galaxy iiis, microsd galaxy, 32gb microsd, galaxy s3, sandisk micro"
5,"gopro hero3, gopro3 camera, hero3 sd, gopro hd, hero3 camera"
10,"storage tablet, tablet storage, tablet sd, tablet 64gb, tablet reliable"
24,"samsung gs4, samsung s4, s4 reads, galaxy s4, s4 problems"
11,"memory card, sd card, memory cards, card sd, sd cards"
8,"card fat32, exfat s3, card samsung, card recognized, format card"
23,"storage tablet, samsung tablet, tablet sd, tablet galaxy, galaxy tab2"
