cluster_id,summary,used_reviews
-1,"great sd card. i use it in a galaxy s3, and have no complaints.its quite fast, and works. i don't know what else to say.you can't go wrong with sandisk. this went into my new samsung galaxy light cell phone to store my music files and my cell phone photos. zero problems. these sd cards just work until the don't . sandisk is a top brand and i have no trouble recommending this. look through the many dozens of other recommendations, too. class 10 uhs 1 is one of the fastest protocols available currently. great buy for this sandisk 16 gb memory. worked well in my samsung s4 smartphone. i mainly use the extra memory to save photos and music. like the adapter that i use frequently to copies files to my desk top pc.","[""great sd card. i use it in a galaxy s3, and have no complaints.its quite fast, and works. i don't know what else to say.you can't go wrong with sandisk."", ""this went into my new samsung galaxy light cell phone to store my music files and my cell phone photos. zero problems. these sd cards just work until the don't . sandisk is a top brand and i have no trouble recommending this. look through the many dozens of other recommendations, too. class 10 uhs 1 is one of the fastest protocols available currently."", 'great buy for this sandisk 16 gb memory. worked well in my samsung s4 smartphone. i mainly use the extra memory to save photos and music. like the adapter that i use frequently to copies files to my desk top pc.']"
0,"used in gopro as other user reviews indicated the 32 and 64 gb cards did not work well. just buy more of them, i recorded over 1000 photos and 60 minutes of video on each 16gb card. good quality memory card. have used it with the gopro hero 3 and works flawlessly. wished all electronics were this simple this memory card works great with my new gopro hero 3 black. the footage looks incredible, and the filming time allows me to get a solid 45 minutes of action in.","['used in gopro as other user reviews indicated the 32 and 64 gb cards did not work well. just buy more of them, i recorded over 1000 photos and 60 minutes of video on each 16gb card.', 'good quality memory card. have used it with the gopro hero 3 and works flawlessly. wished all electronics were this simple', 'this memory card works great with my new gopro hero 3 black. the footage looks incredible, and the filming time allows me to get a solid 45 minutes of action in.']"
1,"the card was good. haven't had a problem with it yet. good price. fit the product i bought it for. extremely happy with this memory card. very fast, and have not had a problem since i bought it almost 6 months ago. good memory card. no issues. works as it should. price is great when you are able to find it on a lightning deal!","[""the card was good. haven't had a problem with it yet. good price. fit the product i bought it for."", 'extremely happy with this memory card. very fast, and have not had a problem since i bought it almost 6 months ago.', 'good memory card. no issues. works as it should. price is great when you are able to find it on a lightning deal!']"
2,"there's not much to be said for this except that it works as advertised. i'm happy with the purchase and would buy again. works perfect. no complaints. it's fast. that's why i bought it. it does what it says it's going to do works great. got it quickly, it was well packed, plugged it in an it's been working fine since. only been a month so can speak to long term reliability. will buy another one soon.","[""there's not much to be said for this except that it works as advertised. i'm happy with the purchase and would buy again."", ""works perfect. no complaints. it's fast. that's why i bought it. it does what it says it's going to do"", ""works great. got it quickly, it was well packed, plugged it in an it's been working fine since. only been a month so can speak to long term reliability. will buy another one soon.""]"
3,"i bought this for my husband and then the 32 gb one went on sale so i bought that one for him. i use this one in my tablet and i love it! no issues!! perfect.get the 32gb. at 32 gb, this holds plenty of music, movies, apps and files. at about 75 cents a gig, this is a great deal.","['i bought this for my husband and then the 32 gb one went on sale so i bought that one for him. i use this one in my tablet and i love it! no issues!!', 'perfect.get the 32gb.', 'at 32 gb, this holds plenty of music, movies, apps and files. at about 75 cents a gig, this is a great deal.']"
4,"i use this card in my smartphone and it works great. it's fast and roomy i got the 16gb version enough to store all the music and video i need. it was immediately recognized by my samsung smartphone when i put it in about 6 months ago and i've had no reason to take it out ever since. read the reviews and settled on this card to use in my cell phone. so far so good. no problems whatsoever. have tons of space to store all my mp3s, photos and videos. great read access speed due to being hc 1 class. excellent price as i got this shortly after black friday sale. bought this for my girlfriend.the card works very nice and is a great way to up your storage on your cell phone.this is currently in a samsung galaxy s4.","[""i use this card in my smartphone and it works great. it's fast and roomy i got the 16gb version enough to store all the music and video i need. it was immediately recognized by my samsung smartphone when i put it in about 6 months ago and i've had no reason to take it out ever since."", 'read the reviews and settled on this card to use in my cell phone. so far so good. no problems whatsoever. have tons of space to store all my mp3s, photos and videos. great read access speed due to being hc 1 class. excellent price as i got this shortly after black friday sale.', 'bought this for my girlfriend.the card works very nice and is a great way to up your storage on your cell phone.this is currently in a samsung galaxy s4.']"
5,"i bought this for media storage on my surface 2 and absolutely love it. it allows me to store my videos, pictures, and music on a removable drive and keep my tablets memory free for apps. i would recommend this to anyone with a tablet looking to expand their storage capabilities. shipping and packaging were perfect and quick. i bought this memory for my microsoft surface rt. it works great and it is super fast. i am storing movies, music and pictures. great! added this to my microsoft surface rt tablet and it works perfectly and is extremely fast. perfect for storing videos!","['i bought this for media storage on my surface 2 and absolutely love it. it allows me to store my videos, pictures, and music on a removable drive and keep my tablets memory free for apps. i would recommend this to anyone with a tablet looking to expand their storage capabilities. shipping and packaging were perfect and quick.', 'i bought this memory for my microsoft surface rt. it works great and it is super fast. i am storing movies, music and pictures. great!', 'added this to my microsoft surface rt tablet and it works perfectly and is extremely fast. perfect for storing videos!']"
6,"the advertisement calls this card a class 10 card however i was not able to get class 10 speeds with this card. sd cards seem to be much faster at read write then microsd cards. i get about 10mb s write speed when copying a file to my sd card through my phone usb cable. i get the same transfer rate when in an adapter. these small memory cards seem to be very limited on their write speed. also, this card did heat up some when transferring to it for a long period of time continuously but not too bad...just warm. the read speeds seem to cap out at about 18mb s but i did see 25mb s on small files. one thing to note, and this may be by design for this particular card but, this card is super fast when transferring small files but slow at big files so you'll see slower write speeds the longer you write to it with larger files whereas smaller files zip along one at a time at that 10mb s. i was getting 8.6mb s when writing a 4.6gb movie file to this card. all in all, this is an excellent card and beyond worth the money for what you get. i love it for my evo 4g lte and my previous phone the evo 4g. the only reason i gave it 4 stars is because it did not perform as advertised at 30mb s. however, if you are thinking of getting this memory card for an android phone and don't want to pay big bucks, this is your card. stop reading and buy it, i'm glad i did. super fast write speed makes using link2sd app work very well. moving music and other media to this card from cable or reader is also much faster and im not completely sure but i think i can take photos faster as well. its so much faster than normal sd's. i recommend this micro sd. it flies!the card reader was ok, tested it and worked but never really used it because its too big","[""the advertisement calls this card a class 10 card however i was not able to get class 10 speeds with this card. sd cards seem to be much faster at read write then microsd cards. i get about 10mb s write speed when copying a file to my sd card through my phone usb cable. i get the same transfer rate when in an adapter. these small memory cards seem to be very limited on their write speed. also, this card did heat up some when transferring to it for a long period of time continuously but not too bad...just warm. the read speeds seem to cap out at about 18mb s but i did see 25mb s on small files. one thing to note, and this may be by design for this particular card but, this card is super fast when transferring small files but slow at big files so you'll see slower write speeds the longer you write to it with larger files whereas smaller files zip along one at a time at that 10mb s. i was getting 8.6mb s when writing a 4.6gb movie file to this card. all in all, this is an excellent card and beyond worth the money for what you get. i love it for my evo 4g lte and my previous phone the evo 4g. the only reason i gave it 4 stars is because it did not perform as advertised at 30mb s. however, if you are thinking of getting this memory card for an android phone and don't want to pay big bucks, this is your card. stop reading and buy it, i'm glad i did."", 'super fast write speed makes using link2sd app work very well. moving music and other media to this card from cable or reader is also much faster and im not completely sure but i think i can take photos faster as well.', ""its so much faster than normal sd's. i recommend this micro sd. it flies!the card reader was ok, tested it and worked but never really used it because its too big""]"
7,"use this in my samsung galaxy s4. have had it for almost a year now, no problems, really expands your memory capabilities, easy enough to install. i have this in my galaxy s 3 and it works great, i've had no problems with it. highly recommend. works just fine in my galaxy s4. no problems. unbelievable how much storage you can get in such a small space and for such a low price.","['use this in my samsung galaxy s4. have had it for almost a year now, no problems, really expands your memory capabilities, easy enough to install.', ""i have this in my galaxy s 3 and it works great, i've had no problems with it. highly recommend."", 'works just fine in my galaxy s4. no problems. unbelievable how much storage you can get in such a small space and for such a low price.']"
8,nice to be able to stuff 20gb of music and movie files on my phone. and still have room to take lots of photos and video. i bought this for my galaxy cell phone and i love having the extra space fro music and large picture files. i got this for my phone and it is working well as storage for my music and images. i would order this again if i needed another.,"['nice to be able to stuff 20gb of music and movie files on my phone. and still have room to take lots of photos and video.', 'i bought this for my galaxy cell phone and i love having the extra space fro music and large picture files.', 'i got this for my phone and it is working well as storage for my music and images. i would order this again if i needed another.']"
9,"love this micro sd card, but love the fact that i was able to buy it at such a great price! i love this micro sd card. awesome amount of space and just plain ole reliable. you dont find to many products like that nowadays. good micro sd card. i love sandisk's products because they have a good warranty policy. i would recommend this product.","['love this micro sd card, but love the fact that i was able to buy it at such a great price!', 'i love this micro sd card. awesome amount of space and just plain ole reliable. you dont find to many products like that nowadays.', ""good micro sd card. i love sandisk's products because they have a good warranty policy. i would recommend this product.""]"
10,"purchased it for use on my samsung tab 2 as well as my note 3.the msd card came with 3 possible formatting ntfs fat exfat. the default is exfat, and there seemed to be some comments saying that certain devices might not be able to read exfat.being the smart alec i am, i decided to format it to ntfs, assuming that my android devices will work with it. tab2 was not able to read ntfs, and i had to reformat it back to fat in order to get it work.subsequently, i tried using those usb sd card reader those that looks like a tiny usb drive and realised that apparently the sd card formatting is too new, and it simply will not register as 64gb, but can only read up to 32gb.have not tried on note 3 yet, but should work seeing that the technology is pretty on par. look how many highly positive reviews this card has just get this one. it is huge, it is fast and reasonably priced for a such a high speed chip.btw, this comes with the filesystem formatted to exfat. depending on your device, it may not like that and you need to format it to fat32. the problem is that windows does not support formatting fat32 filesystems above 32gb. so you can format this as fat32 under linux or use this tool in windows ... whenever i get these cards, the first thing i do is connect it to my windows 7 or 8 computers, and run this program to format it to fat32. here's the link to the free program ... many phones, cameras and tablets, need the card to be in fat32 format, and sadly, it's not an option in windows these days. you can select ntfs or exfat, but no option for fat32 when it comes to this card.using that program, you can format the card, then load it with whatever music or videos, and the card will work fine in your device.the 4 cards i have have never failed me in the past year, recommended","['purchased it for use on my samsung tab 2 as well as my note 3.the msd card came with 3 possible formatting ntfs fat exfat. the default is exfat, and there seemed to be some comments saying that certain devices might not be able to read exfat.being the smart alec i am, i decided to format it to ntfs, assuming that my android devices will work with it. tab2 was not able to read ntfs, and i had to reformat it back to fat in order to get it work.subsequently, i tried using those usb sd card reader those that looks like a tiny usb drive and realised that apparently the sd card formatting is too new, and it simply will not register as 64gb, but can only read up to 32gb.have not tried on note 3 yet, but should work seeing that the technology is pretty on par.', 'look how many highly positive reviews this card has just get this one. it is huge, it is fast and reasonably priced for a such a high speed chip.btw, this comes with the filesystem formatted to exfat. depending on your device, it may not like that and you need to format it to fat32. the problem is that windows does not support formatting fat32 filesystems above 32gb. so you can format this as fat32 under linux or use this tool in windows ...', ""whenever i get these cards, the first thing i do is connect it to my windows 7 or 8 computers, and run this program to format it to fat32. here's the link to the free program ... many phones, cameras and tablets, need the card to be in fat32 format, and sadly, it's not an option in windows these days. you can select ntfs or exfat, but no option for fat32 when it comes to this card.using that program, you can format the card, then load it with whatever music or videos, and the card will work fine in your device.the 4 cards i have have never failed me in the past year, recommended""]"
11,"i wish i could say this card was great. been waiting for it for around a year and a half whilst using the 64gb one also sandisk which never gave me issues sadly i lost it. this card confused the heck out of me. i used it on my s4 and first off, it wouldn't recognize it. tried it on my gf's s4 and same problem.apparently it comes formatted as exfat and thought maybe reformatting it as fat32 would solve the problem. well i thought it did since my phone finally recognized it upon inserting it. a new problem arose, though. i started taking pictures to try it out and odd thing was some of the pictures became corrupted. not even viewable on the phone seconds after taking them. some worked, others not.later on, i restarted my phone for some reason or other. a while later i wanted to check the pictures again and, surprise surprise, everything was gone. i'd find out later that every time i restarted my phone everything on the card was being deleted. tried it on my gf's phone and same thing happened.tried reformatting again as fat32 using gparted couldn't hurt and it just throws errors upon starting the write sequence.too bad i can't return it as i had it shipped to me in guatemala. so that's 119 down the toilet. i have to buy a new one now, but i think i'll go for the new samsung evo ones although they don't offer a 128gb model as of this writing bummer . with all the great reviews on this card, i picked this up for my samsung galaxy s iii. popped in the card, and i was happy taking pictures, saving files, and living life.fast forward two months later, and all of a sudden, the card stops functioning. my phone won't read it any more. my computer won't read it either. submitted a ticket to sandisk. hopefully i can get a replacement that actually works.thank goodness i saved all my photos on dropbox. i got this card only a few months ago, used it on a note 3, now it has failed. no matter what i try, attempts to format the drive or edit the files on it, whether using my computer or the phone, have all failed. the card's data is now essentially read only, which is the only saving grace of this since i could at least save my data.previous to this i had an issue with it corrupting photos randomly, with increasing regularity as it grew closer to complete failure. i am now going to be avoiding sandisk when possible","[""i wish i could say this card was great. been waiting for it for around a year and a half whilst using the 64gb one also sandisk which never gave me issues sadly i lost it. this card confused the heck out of me. i used it on my s4 and first off, it wouldn't recognize it. tried it on my gf's s4 and same problem.apparently it comes formatted as exfat and thought maybe reformatting it as fat32 would solve the problem. well i thought it did since my phone finally recognized it upon inserting it. a new problem arose, though. i started taking pictures to try it out and odd thing was some of the pictures became corrupted. not even viewable on the phone seconds after taking them. some worked, others not.later on, i restarted my phone for some reason or other. a while later i wanted to check the pictures again and, surprise surprise, everything was gone. i'd find out later that every time i restarted my phone everything on the card was being deleted. tried it on my gf's phone and same thing happened.tried reformatting again as fat32 using gparted couldn't hurt and it just throws errors upon starting the write sequence.too bad i can't return it as i had it shipped to me in guatemala. so that's 119 down the toilet. i have to buy a new one now, but i think i'll go for the new samsung evo ones although they don't offer a 128gb model as of this writing bummer ."", ""with all the great reviews on this card, i picked this up for my samsung galaxy s iii. popped in the card, and i was happy taking pictures, saving files, and living life.fast forward two months later, and all of a sudden, the card stops functioning. my phone won't read it any more. my computer won't read it either. submitted a ticket to sandisk. hopefully i can get a replacement that actually works.thank goodness i saved all my photos on dropbox."", ""i got this card only a few months ago, used it on a note 3, now it has failed. no matter what i try, attempts to format the drive or edit the files on it, whether using my computer or the phone, have all failed. the card's data is now essentially read only, which is the only saving grace of this since i could at least save my data.previous to this i had an issue with it corrupting photos randomly, with increasing regularity as it grew closer to complete failure. i am now going to be avoiding sandisk when possible""]"
