cluster_id,summary,used_reviews
0,"a fast memory card with room to spare at an amazing price. suitable for lots of smart phone movies fastest storage available today imho! i use this in my samsung galaxy s5 to store my photos, videos, and other data. stores and retrieves quickly and greatly expands the capacity of my phone. quick speeds and a ton of memory.if you have an expandable slot, get this.it was nice being able to store all my photos, videos, and music on my phone finally.","['a fast memory card with room to spare at an amazing price. suitable for lots of smart phone movies fastest storage available today imho!', 'i use this in my samsung galaxy s5 to store my photos, videos, and other data. stores and retrieves quickly and greatly expands the capacity of my phone.', 'quick speeds and a ton of memory.if you have an expandable slot, get this.it was nice being able to store all my photos, videos, and music on my phone finally.']"
1,"i bought this for my ms surface tablet and this tripled my storage space. i copy all my media to this and have endless hours of entertainment when i'm on a plane ride or in hotels. i bought this for media storage on my surface 2 and absolutely love it. it allows me to store my videos, pictures, and music on a removable drive and keep my tablets memory free for apps. i would recommend this to anyone with a tablet looking to expand their storage capabilities. shipping and packaging were perfect and quick. added this to my microsoft surface rt tablet and it works perfectly and is extremely fast. perfect for storing videos!","[""i bought this for my ms surface tablet and this tripled my storage space. i copy all my media to this and have endless hours of entertainment when i'm on a plane ride or in hotels."", 'i bought this for media storage on my surface 2 and absolutely love it. it allows me to store my videos, pictures, and music on a removable drive and keep my tablets memory free for apps. i would recommend this to anyone with a tablet looking to expand their storage capabilities. shipping and packaging were perfect and quick.', 'added this to my microsoft surface rt tablet and it works perfectly and is extremely fast. perfect for storing videos!']"
2,great price! works flawless with my note 3. i love it!!! so glad i purchased this memory card. a must have to expand your memory on your phone. works like a charm in my galaxy note 3. i'm tired of getting bogus sd cards off another major auction house. purchased for my cell phone. no problems or complaints. this is my second purchase and so far so good. i have several sandisk products and have yet to complain.,"['great price! works flawless with my note 3. i love it!!! so glad i purchased this memory card. a must have to expand your memory on your phone.', ""works like a charm in my galaxy note 3. i'm tired of getting bogus sd cards off another major auction house."", 'purchased for my cell phone. no problems or complaints. this is my second purchase and so far so good. i have several sandisk products and have yet to complain.']"
3,"the first few weeks after i bought this, i had some problems like my phone can't detect the micro sd card . i tried formatting or repairing the card, but no success. so i returned this to sandisk and they willingly replaced this in a week. no more questions asked. and since then, i'm still using the 2nd card that i received. no problems until now. i wish i could say this card was great. been waiting for it for around a year and a half whilst using the 64gb one also sandisk which never gave me issues sadly i lost it. this card confused the heck out of me. i used it on my s4 and first off, it wouldn't recognize it. tried it on my gf's s4 and same problem.apparently it comes formatted as exfat and thought maybe reformatting it as fat32 would solve the problem. well i thought it did since my phone finally recognized it upon inserting it. a new problem arose, though. i started taking pictures to try it out and odd thing was some of the pictures became corrupted. not even viewable on the phone seconds after taking them. some worked, others not.later on, i restarted my phone for some reason or other. a while later i wanted to check the pictures again and, surprise surprise, everything was gone. i'd find out later that every time i restarted my phone everything on the card was being deleted. tried it on my gf's phone and same thing happened.tried reformatting again as fat32 using gparted couldn't hurt and it just throws errors upon starting the write sequence.too bad i can't return it as i had it shipped to me in guatemala. so that's 119 down the toilet. i have to buy a new one now, but i think i'll go for the new samsung evo ones although they don't offer a 128gb model as of this writing bummer . i bought the sandisk ultra 32gb card for use in my samsung smart phone. worked great for about 3 months. now the phone won't recognize the card neither will my computer. just went unreadable one day. very disappointed in the reliability of this card. will contact sandisk as it has a lifetime warranty. shall see if they'll stand behind their product.","[""the first few weeks after i bought this, i had some problems like my phone can't detect the micro sd card . i tried formatting or repairing the card, but no success. so i returned this to sandisk and they willingly replaced this in a week. no more questions asked. and since then, i'm still using the 2nd card that i received. no problems until now."", ""i wish i could say this card was great. been waiting for it for around a year and a half whilst using the 64gb one also sandisk which never gave me issues sadly i lost it. this card confused the heck out of me. i used it on my s4 and first off, it wouldn't recognize it. tried it on my gf's s4 and same problem.apparently it comes formatted as exfat and thought maybe reformatting it as fat32 would solve the problem. well i thought it did since my phone finally recognized it upon inserting it. a new problem arose, though. i started taking pictures to try it out and odd thing was some of the pictures became corrupted. not even viewable on the phone seconds after taking them. some worked, others not.later on, i restarted my phone for some reason or other. a while later i wanted to check the pictures again and, surprise surprise, everything was gone. i'd find out later that every time i restarted my phone everything on the card was being deleted. tried it on my gf's phone and same thing happened.tried reformatting again as fat32 using gparted couldn't hurt and it just throws errors upon starting the write sequence.too bad i can't return it as i had it shipped to me in guatemala. so that's 119 down the toilet. i have to buy a new one now, but i think i'll go for the new samsung evo ones although they don't offer a 128gb model as of this writing bummer ."", ""i bought the sandisk ultra 32gb card for use in my samsung smart phone. worked great for about 3 months. now the phone won't recognize the card neither will my computer. just went unreadable one day. very disappointed in the reliability of this card. will contact sandisk as it has a lifetime warranty. shall see if they'll stand behind their product.""]"
4,"used in gopro as other user reviews indicated the 32 and 64 gb cards did not work well. just buy more of them, i recorded over 1000 photos and 60 minutes of video on each 16gb card. the best microsd card around for shooting with gopro black edition.had enough memory to record all my dives and then some. in 1080 wide settings.will get more of this lil giant purchased this for the gopro hero 3.i use the gopro to record in car footage at the track. this memory card fits a whole weekend event, which is about four hours of footage at 720p.","['used in gopro as other user reviews indicated the 32 and 64 gb cards did not work well. just buy more of them, i recorded over 1000 photos and 60 minutes of video on each 16gb card.', 'the best microsd card around for shooting with gopro black edition.had enough memory to record all my dives and then some. in 1080 wide settings.will get more of this lil giant', 'purchased this for the gopro hero 3.i use the gopro to record in car footage at the track. this memory card fits a whole weekend event, which is about four hours of footage at 720p.']"
5,"i bought this item and at first the card was defective however a quick online chat with sandisk and two weeks later i had a new working device. not much to say other than a great product and company. definitely recommend. i am only giving this product 3 stars becuse i purchased this one as a replacement for a sandisk micro sd card that kept having problems with. i finally got tired of losing my data and ponied up the 20 odd dollars to just replace the darn thing. what can i say? this card just works. i'm honestly not a fan of sandisk since their 64gb ultra microsd died on me soon after my baby was born. i lost several weeks of photos, and i was quite angry.to be fair, they did send a new one after i sent them a photo of the old one snapped in half.","['i bought this item and at first the card was defective however a quick online chat with sandisk and two weeks later i had a new working device. not much to say other than a great product and company. definitely recommend.', 'i am only giving this product 3 stars becuse i purchased this one as a replacement for a sandisk micro sd card that kept having problems with. i finally got tired of losing my data and ponied up the 20 odd dollars to just replace the darn thing.', ""what can i say? this card just works. i'm honestly not a fan of sandisk since their 64gb ultra microsd died on me soon after my baby was born. i lost several weeks of photos, and i was quite angry.to be fair, they did send a new one after i sent them a photo of the old one snapped in half.""]"
6,"this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. i put this in my galaxy s4 phone for extra storage and it works perfectly. i copied my music collection about 5000 mp3 songs and put 20 mp4 movies on it with room to spare. very handy for listening and watching while traveling on a plane. the phone likes it, the computer likes it, so i like it. i got this for my phone and it is working well as storage for my music and images. i would order this again if i needed another.","[""this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised."", 'i put this in my galaxy s4 phone for extra storage and it works perfectly. i copied my music collection about 5000 mp3 songs and put 20 mp4 movies on it with room to spare. very handy for listening and watching while traveling on a plane. the phone likes it, the computer likes it, so i like it.', 'i got this for my phone and it is working well as storage for my music and images. i would order this again if i needed another.']"
7,"works perfectly!!! couldn't ask for a better card and price was good too. got two one for each smart phone and my wife loves hers too finaly got lots of free space.sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card with adapter... what can i say, the card works perfectly, haven't had a single issue with it. i had a sandisk card at one point that didn't work properly and sandisks customer service was great in replacing my product which is the reason i will keep giving them my business. there are a lot of other reviews on this memory card. my only addition is that it worked perfectly the moment i put it into my s4 no formatting issues, nothing ... it just worked. also nice that it comes with an sd adapter.","[""works perfectly!!! couldn't ask for a better card and price was good too. got two one for each smart phone and my wife loves hers too finaly got lots of free space.sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card with adapter..."", ""what can i say, the card works perfectly, haven't had a single issue with it. i had a sandisk card at one point that didn't work properly and sandisks customer service was great in replacing my product which is the reason i will keep giving them my business."", 'there are a lot of other reviews on this memory card. my only addition is that it worked perfectly the moment i put it into my s4 no formatting issues, nothing ... it just worked. also nice that it comes with an sd adapter.']"
8,"works perfect. no complaints. it's fast. that's why i bought it. it does what it says it's going to do good product that is working well, was packaged well and delivered as promised. it was a birthday gift for my sons laptop works great. got it quickly, it was well packed, plugged it in an it's been working fine since. only been a month so can speak to long term reliability. will buy another one soon.","[""works perfect. no complaints. it's fast. that's why i bought it. it does what it says it's going to do"", 'good product that is working well, was packaged well and delivered as promised. it was a birthday gift for my sons laptop', ""works great. got it quickly, it was well packed, plugged it in an it's been working fine since. only been a month so can speak to long term reliability. will buy another one soon.""]"
9,"upgraded from 32gb to 64gb card for my galaxy note phone. looks like it works fine and has full capacity. good product. good 32 gb sd card. i bought it to upgrade memory stotage on my cell. it works on my samsung s3. also comes with adapter. awesome little sd card, my phone is 32gb but i still wanted more for music and videos and this totally works great, as soon as i put it on my phone read it and also it is fast.. i am happy with my purchase..","['upgraded from 32gb to 64gb card for my galaxy note phone. looks like it works fine and has full capacity. good product.', 'good 32 gb sd card. i bought it to upgrade memory stotage on my cell. it works on my samsung s3. also comes with adapter.', 'awesome little sd card, my phone is 32gb but i still wanted more for music and videos and this totally works great, as soon as i put it on my phone read it and also it is fast.. i am happy with my purchase..']"
