cluster_id,summary,used_reviews
0,the sandisk ultra 32 gb is very fast. the quiality is excellent. usefull for all device. not problem. i recomended. very impressed with the speed of this 32 gb micro sdhc. very good performance for data read and write . fast! reliable! huge storage. already own 2 for my mobile devices. transfer speeds are awesome. no problems to date. great buy.,"['the sandisk ultra 32 gb is very fast. the quiality is excellent. usefull for all device. not problem. i recomended.', 'very impressed with the speed of this 32 gb micro sdhc. very good performance for data read and write .', 'fast! reliable! huge storage. already own 2 for my mobile devices. transfer speeds are awesome. no problems to date. great buy.']"
1,"this was the perfect addition to my surface tablet. it came in easy to open packaging and it worked from the moment i pout it in the microsoft surface tablet. expanded my 32 g tablet to a lot more storage for movies and music. i bought this for media storage on my surface 2 and absolutely love it. it allows me to store my videos, pictures, and music on a removable drive and keep my tablets memory free for apps. i would recommend this to anyone with a tablet looking to expand their storage capabilities. shipping and packaging were perfect and quick. added this to my microsoft surface rt tablet and it works perfectly and is extremely fast. perfect for storing videos!","['this was the perfect addition to my surface tablet. it came in easy to open packaging and it worked from the moment i pout it in the microsoft surface tablet. expanded my 32 g tablet to a lot more storage for movies and music.', 'i bought this for media storage on my surface 2 and absolutely love it. it allows me to store my videos, pictures, and music on a removable drive and keep my tablets memory free for apps. i would recommend this to anyone with a tablet looking to expand their storage capabilities. shipping and packaging were perfect and quick.', 'added this to my microsoft surface rt tablet and it works perfectly and is extremely fast. perfect for storing videos!']"
2,"excellent product, very fast and lots of space.. i am using at samsung galaxy s3, there are no issues, ..recommended.. i bought this and put it my mobile phone samsung galaxy s3. i don't have a lot more to say. i put it in, formatted it, and it has been working very ewell for some months now. seems to be very fast. no issues. recommended. works well and is exactly as advertised. i haven't had any issues with the product. i am enjoying the extra capacity it offers in my samsung galaxy s4 phone.","['excellent product, very fast and lots of space.. i am using at samsung galaxy s3, there are no issues, ..recommended..', ""i bought this and put it my mobile phone samsung galaxy s3. i don't have a lot more to say. i put it in, formatted it, and it has been working very ewell for some months now. seems to be very fast. no issues. recommended."", ""works well and is exactly as advertised. i haven't had any issues with the product. i am enjoying the extra capacity it offers in my samsung galaxy s4 phone.""]"
3,"the first few weeks after i bought this, i had some problems like my phone can't detect the micro sd card . i tried formatting or repairing the card, but no success. so i returned this to sandisk and they willingly replaced this in a week. no more questions asked. and since then, i'm still using the 2nd card that i received. no problems until now. i wish i could say this card was great. been waiting for it for around a year and a half whilst using the 64gb one also sandisk which never gave me issues sadly i lost it. this card confused the heck out of me. i used it on my s4 and first off, it wouldn't recognize it. tried it on my gf's s4 and same problem.apparently it comes formatted as exfat and thought maybe reformatting it as fat32 would solve the problem. well i thought it did since my phone finally recognized it upon inserting it. a new problem arose, though. i started taking pictures to try it out and odd thing was some of the pictures became corrupted. not even viewable on the phone seconds after taking them. some worked, others not.later on, i restarted my phone for some reason or other. a while later i wanted to check the pictures again and, surprise surprise, everything was gone. i'd find out later that every time i restarted my phone everything on the card was being deleted. tried it on my gf's phone and same thing happened.tried reformatting again as fat32 using gparted couldn't hurt and it just throws errors upon starting the write sequence.too bad i can't return it as i had it shipped to me in guatemala. so that's 119 down the toilet. i have to buy a new one now, but i think i'll go for the new samsung evo ones although they don't offer a 128gb model as of this writing bummer . i bought the sandisk ultra 32gb card for use in my samsung smart phone. worked great for about 3 months. now the phone won't recognize the card neither will my computer. just went unreadable one day. very disappointed in the reliability of this card. will contact sandisk as it has a lifetime warranty. shall see if they'll stand behind their product.","[""the first few weeks after i bought this, i had some problems like my phone can't detect the micro sd card . i tried formatting or repairing the card, but no success. so i returned this to sandisk and they willingly replaced this in a week. no more questions asked. and since then, i'm still using the 2nd card that i received. no problems until now."", ""i wish i could say this card was great. been waiting for it for around a year and a half whilst using the 64gb one also sandisk which never gave me issues sadly i lost it. this card confused the heck out of me. i used it on my s4 and first off, it wouldn't recognize it. tried it on my gf's s4 and same problem.apparently it comes formatted as exfat and thought maybe reformatting it as fat32 would solve the problem. well i thought it did since my phone finally recognized it upon inserting it. a new problem arose, though. i started taking pictures to try it out and odd thing was some of the pictures became corrupted. not even viewable on the phone seconds after taking them. some worked, others not.later on, i restarted my phone for some reason or other. a while later i wanted to check the pictures again and, surprise surprise, everything was gone. i'd find out later that every time i restarted my phone everything on the card was being deleted. tried it on my gf's phone and same thing happened.tried reformatting again as fat32 using gparted couldn't hurt and it just throws errors upon starting the write sequence.too bad i can't return it as i had it shipped to me in guatemala. so that's 119 down the toilet. i have to buy a new one now, but i think i'll go for the new samsung evo ones although they don't offer a 128gb model as of this writing bummer ."", ""i bought the sandisk ultra 32gb card for use in my samsung smart phone. worked great for about 3 months. now the phone won't recognize the card neither will my computer. just went unreadable one day. very disappointed in the reliability of this card. will contact sandisk as it has a lifetime warranty. shall see if they'll stand behind their product.""]"
4,"bought this for use with a gopro 3 black. it works as advertised and has plenty of room for photos and video. i have yet to fill this card up recording time lapse for a period of 24 hours. good quality memory card. have used it with the gopro hero 3 and works flawlessly. wished all electronics were this simple this memory card works great with my new gopro hero 3 black. the footage looks incredible, and the filming time allows me to get a solid 45 minutes of action in.","['bought this for use with a gopro 3 black. it works as advertised and has plenty of room for photos and video. i have yet to fill this card up recording time lapse for a period of 24 hours.', 'good quality memory card. have used it with the gopro hero 3 and works flawlessly. wished all electronics were this simple', 'this memory card works great with my new gopro hero 3 black. the footage looks incredible, and the filming time allows me to get a solid 45 minutes of action in.']"
5,"i am now awaiting a replacement from sandisk because it failed after the amazon return period. always had good luck with sandisk cards until now. phone and pc simply stopped seeing the card. lost all of my data which i fortunately had backed up elsewhere . i am only giving this product 3 stars becuse i purchased this one as a replacement for a sandisk micro sd card that kept having problems with. i finally got tired of losing my data and ponied up the 20 odd dollars to just replace the darn thing. what can i say? this card just works. i'm honestly not a fan of sandisk since their 64gb ultra microsd died on me soon after my baby was born. i lost several weeks of photos, and i was quite angry.to be fair, they did send a new one after i sent them a photo of the old one snapped in half.","['i am now awaiting a replacement from sandisk because it failed after the amazon return period. always had good luck with sandisk cards until now. phone and pc simply stopped seeing the card. lost all of my data which i fortunately had backed up elsewhere .', 'i am only giving this product 3 stars becuse i purchased this one as a replacement for a sandisk micro sd card that kept having problems with. i finally got tired of losing my data and ponied up the 20 odd dollars to just replace the darn thing.', ""what can i say? this card just works. i'm honestly not a fan of sandisk since their 64gb ultra microsd died on me soon after my baby was born. i lost several weeks of photos, and i was quite angry.to be fair, they did send a new one after i sent them a photo of the old one snapped in half.""]"
6,"i use this in my samsung galaxy s5 to store my photos, videos, and other data. stores and retrieves quickly and greatly expands the capacity of my phone. i bought this for my galaxy cell phone and i love having the extra space fro music and large picture files. i got this for my phone and it is working well as storage for my music and images. i would order this again if i needed another.","['i use this in my samsung galaxy s5 to store my photos, videos, and other data. stores and retrieves quickly and greatly expands the capacity of my phone.', 'i bought this for my galaxy cell phone and i love having the extra space fro music and large picture files.', 'i got this for my phone and it is working well as storage for my music and images. i would order this again if i needed another.']"
7,"what can i say, the card works perfectly, haven't had a single issue with it. i had a sandisk card at one point that didn't work properly and sandisks customer service was great in replacing my product which is the reason i will keep giving them my business. there are a lot of other reviews on this memory card. my only addition is that it worked perfectly the moment i put it into my s4 no formatting issues, nothing ... it just worked. also nice that it comes with an sd adapter. i really don't know that the complaints other posted were all about, but i have bought 3 of these sandisk micro sd card already. for my phone, my wife and my daughter's phone. store lots of movies, pictures. videos....etc. all works just fine, no issues at all.","[""what can i say, the card works perfectly, haven't had a single issue with it. i had a sandisk card at one point that didn't work properly and sandisks customer service was great in replacing my product which is the reason i will keep giving them my business."", 'there are a lot of other reviews on this memory card. my only addition is that it worked perfectly the moment i put it into my s4 no formatting issues, nothing ... it just worked. also nice that it comes with an sd adapter.', ""i really don't know that the complaints other posted were all about, but i have bought 3 of these sandisk micro sd card already. for my phone, my wife and my daughter's phone. store lots of movies, pictures. videos....etc. all works just fine, no issues at all.""]"
8,sandisk is far away the best memory card ever.i used to this brand because it never fails.the future of this kind is eternal. i am always perfectly satisfied with sandisk products they are extremely reliable and suit my purposes perfectly. this particular memory card is no exception. cant complain about anything sandisk. i buy this product anytime i need a memory card.. prices are decent and storage capacity is as well,"['sandisk is far away the best memory card ever.i used to this brand because it never fails.the future of this kind is eternal.', 'i am always perfectly satisfied with sandisk products they are extremely reliable and suit my purposes perfectly. this particular memory card is no exception.', 'cant complain about anything sandisk. i buy this product anytime i need a memory card.. prices are decent and storage capacity is as well']"
9,"i love this 64 gb microsd. i dont ever have to think about it now. i love that we can get such a large amount of memory for our devices. a micro card that has 64g still just blows my mind. i put this card in my galaxy tab and i love it. it gives me plenty of storage for my music, videos, movies, photos, etc. the speed is awesome too. that makes uploading to it that much more enjoyable. i recommend it. great product at an affordable price! there's just no messing with sandisk quality, and with 64 gigs you'll have plenty of room to store anything and everything you want!","['i love this 64 gb microsd. i dont ever have to think about it now. i love that we can get such a large amount of memory for our devices.', 'a micro card that has 64g still just blows my mind. i put this card in my galaxy tab and i love it. it gives me plenty of storage for my music, videos, movies, photos, etc. the speed is awesome too. that makes uploading to it that much more enjoyable. i recommend it.', ""great product at an affordable price! there's just no messing with sandisk quality, and with 64 gigs you'll have plenty of room to store anything and everything you want!""]"
