cluster_id,summary,used_reviews
0,great transfer speeds for my tablet. going on a month now and it works just fine. highly recommend it to anyne. fast and very easy to use. works with my gs4 and it is comparable with other devices. want to buy the 64 gb one. fast! reliable! huge storage. already own 2 for my mobile devices. transfer speeds are awesome. no problems to date. great buy.,"['great transfer speeds for my tablet. going on a month now and it works just fine. highly recommend it to anyne.', 'fast and very easy to use. works with my gs4 and it is comparable with other devices. want to buy the 64 gb one.', 'fast! reliable! huge storage. already own 2 for my mobile devices. transfer speeds are awesome. no problems to date. great buy.']"
1,"used in gopro as other user reviews indicated the 32 and 64 gb cards did not work well. just buy more of them, i recorded over 1000 photos and 60 minutes of video on each 16gb card. the best microsd card around for shooting with gopro black edition.had enough memory to record all my dives and then some. in 1080 wide settings.will get more of this lil giant you can't go wrong purchasing this memory card. the more memory, the more you can store. it is fast and reliable. on my gopro hero3 cam, one can store up to 9 hours of video time and lots of images. i never keep track because i have so much space. i've been able to store many videos and images on this memory card. i highly recommend the sandisk ultra!","['used in gopro as other user reviews indicated the 32 and 64 gb cards did not work well. just buy more of them, i recorded over 1000 photos and 60 minutes of video on each 16gb card.', 'the best microsd card around for shooting with gopro black edition.had enough memory to record all my dives and then some. in 1080 wide settings.will get more of this lil giant', ""you can't go wrong purchasing this memory card. the more memory, the more you can store. it is fast and reliable. on my gopro hero3 cam, one can store up to 9 hours of video time and lots of images. i never keep track because i have so much space. i've been able to store many videos and images on this memory card. i highly recommend the sandisk ultra!""]"
2,"this is an excellent product. i have no complaints or issues with the card. it's the perfect size for my cameras. the card was good. haven't had a problem with it yet. good price. fit the product i bought it for. read the reviews and settled on this card to use in my cell phone. so far so good. no problems whatsoever. have tons of space to store all my mp3s, photos and videos. great read access speed due to being hc 1 class. excellent price as i got this shortly after black friday sale.","[""this is an excellent product. i have no complaints or issues with the card. it's the perfect size for my cameras."", ""the card was good. haven't had a problem with it yet. good price. fit the product i bought it for."", 'read the reviews and settled on this card to use in my cell phone. so far so good. no problems whatsoever. have tons of space to store all my mp3s, photos and videos. great read access speed due to being hc 1 class. excellent price as i got this shortly after black friday sale.']"
3,"i use this memory card in my galaxy s3, and though i had some issues getting it formatted correctly this is the phone's fault it works like a dream and have had zero issues. i bought this with the sole intention of putting it in my samsung galaxy s3. i had to use a tool to format the card to fat32, but once i did so, the card worked great. i have been taking advantage of the extra room i have for music, videos, pictures, etc. the sd adapter that comes with this is also handy.the transfer speeds didn't feel like class 10 when connected and transferred files from my computer, but my computer is 5 years old, so it's very possible that it's the problem. other than that, i'm completely satisfied. got it for my new galaxy s3 and it works like a charm. super fast speed of transfer. very much recommend it. not much else to say really... except store it securely! d you don't want to lose such a tiny thing. comes with an sd adapter, but no case, like the sandisk extreme 16 gb sdhc class 10 uhs 1 card i got, hence the four stars.","[""i use this memory card in my galaxy s3, and though i had some issues getting it formatted correctly this is the phone's fault it works like a dream and have had zero issues."", ""i bought this with the sole intention of putting it in my samsung galaxy s3. i had to use a tool to format the card to fat32, but once i did so, the card worked great. i have been taking advantage of the extra room i have for music, videos, pictures, etc. the sd adapter that comes with this is also handy.the transfer speeds didn't feel like class 10 when connected and transferred files from my computer, but my computer is 5 years old, so it's very possible that it's the problem. other than that, i'm completely satisfied."", ""got it for my new galaxy s3 and it works like a charm. super fast speed of transfer. very much recommend it. not much else to say really... except store it securely! d you don't want to lose such a tiny thing. comes with an sd adapter, but no case, like the sandisk extreme 16 gb sdhc class 10 uhs 1 card i got, hence the four stars.""]"
4,"this works very well. it is a class 10 memory card which all video cameras like. memory that is less than a class 6 plays back on some camcorders with a jerky playback. not with this memory chip. worth the money and at 64gb of storage lots of video time, photos and music storage. the added value of the adapter is a plus. this is a five star product. art d long island n.y. this worked really well for me. i used it in a gopro camera for recording a couple of hours of video. love the storage space. bought this to use in a video camera. it's super fast and holds a ton of data. buy this one!","['this works very well. it is a class 10 memory card which all video cameras like. memory that is less than a class 6 plays back on some camcorders with a jerky playback. not with this memory chip. worth the money and at 64gb of storage lots of video time, photos and music storage. the added value of the adapter is a plus. this is a five star product. art d long island n.y.', 'this worked really well for me. i used it in a gopro camera for recording a couple of hours of video. love the storage space.', ""bought this to use in a video camera. it's super fast and holds a ton of data. buy this one!""]"
5,sandisk 16gb micro sdhcworks as advertised.good quality.pretty inexpensive price considering.i would recommend it to anyone in need of a micro sd card. i love this micro sd card. awesome amount of space and just plain ole reliable. you dont find to many products like that nowadays. great micro sd card! very helpful to store my media files and has no problem for my samsung galaxy note2!!,"['sandisk 16gb micro sdhcworks as advertised.good quality.pretty inexpensive price considering.i would recommend it to anyone in need of a micro sd card.', 'i love this micro sd card. awesome amount of space and just plain ole reliable. you dont find to many products like that nowadays.', 'great micro sd card! very helpful to store my media files and has no problem for my samsung galaxy note2!!']"
6,this micro sd card works great in my galaxy s4. it doubled my storage space and is quick to respond. would definitely recommend to anyone who buys a new smart phone. i got this card for the samsung galaxy s4. installed and works without issue. stores tons of photos and videos with fast playback and viewing. great buy for this sandisk 16 gb memory. worked well in my samsung s4 smartphone. i mainly use the extra memory to save photos and music. like the adapter that i use frequently to copies files to my desk top pc.,"['this micro sd card works great in my galaxy s4. it doubled my storage space and is quick to respond. would definitely recommend to anyone who buys a new smart phone.', 'i got this card for the samsung galaxy s4. installed and works without issue. stores tons of photos and videos with fast playback and viewing.', 'great buy for this sandisk 16 gb memory. worked well in my samsung s4 smartphone. i mainly use the extra memory to save photos and music. like the adapter that i use frequently to copies files to my desk top pc.']"
7,"i needed some new sd cards for my new tablets. after researching i bought the sandisk ultra 32 gb microsdhc class 10. it is way better than the almost same price sandisk ultra without class10!! the ultra class10 is lightning fast. you can see the difference when you copy large files, you will note that read and write procedures are much faster, whether you use it in camera, smart phone or tablet. the price is also ok. only drawback i noted was that the recognized capacity is not 32gb but 29,71gb in my asus memo pad. other than that i am extremly pleased with this micro sd. i've wasted time and money trying other company's sd and microsd cards, some work all right, and some died on me, it's not the price that you pay but rather the value that you get. let me tell ya, sandisk makes the best memory cards, period..... i bought one of this card for my samsung galaxy note 2 phone, mostly for movies and music. i usually use anydvd handbrake programs to convert movies large mp4 also playable on my samsung tablet and simply copy and paste movies and musics on this little card. both my phone and tablet read this card without any problem and i cannot imagine my phone without it. now i've bought 2 more.... i purchased the sandisk ultra 32gb microsdhc for some extra storage room for my samsung galaxy note 10.1 tablet. i was considering the 64 gb, but went with this card because i have the 64gb version on my galaxy note 2 phone and i have never come close to needing all that space. granted, i don't store any music on my phone but i do take a lot of photos videos and store as many apps on the microsdhc card rather than use the phone's internal memory.for the cost savings of going with the smaller 32gb card, it was a no brainer.the card has worked flawlessly since i installed it on my tablet and have had no problems with it whatsoever. plus sandisk is a big name in storage so again, it's a no brainer buy it!","['i needed some new sd cards for my new tablets. after researching i bought the sandisk ultra 32 gb microsdhc class 10. it is way better than the almost same price sandisk ultra without class10!! the ultra class10 is lightning fast. you can see the difference when you copy large files, you will note that read and write procedures are much faster, whether you use it in camera, smart phone or tablet. the price is also ok. only drawback i noted was that the recognized capacity is not 32gb but 29,71gb in my asus memo pad. other than that i am extremly pleased with this micro sd.', ""i've wasted time and money trying other company's sd and microsd cards, some work all right, and some died on me, it's not the price that you pay but rather the value that you get. let me tell ya, sandisk makes the best memory cards, period..... i bought one of this card for my samsung galaxy note 2 phone, mostly for movies and music. i usually use anydvd handbrake programs to convert movies large mp4 also playable on my samsung tablet and simply copy and paste movies and musics on this little card. both my phone and tablet read this card without any problem and i cannot imagine my phone without it. now i've bought 2 more...."", ""i purchased the sandisk ultra 32gb microsdhc for some extra storage room for my samsung galaxy note 10.1 tablet. i was considering the 64 gb, but went with this card because i have the 64gb version on my galaxy note 2 phone and i have never come close to needing all that space. granted, i don't store any music on my phone but i do take a lot of photos videos and store as many apps on the microsdhc card rather than use the phone's internal memory.for the cost savings of going with the smaller 32gb card, it was a no brainer.the card has worked flawlessly since i installed it on my tablet and have had no problems with it whatsoever. plus sandisk is a big name in storage so again, it's a no brainer buy it!""]"
8,"the memory card works well and i have no problem with it. it was one of the cheapest out there. came with adapter, so that's convenient. this card is great for the money and performs adequately. i recommend this product to anyone who needs a memory card. if you need a memory card, this one works as advertised... it is fast and reliable. i have never had a problem with this brand.","[""the memory card works well and i have no problem with it. it was one of the cheapest out there. came with adapter, so that's convenient."", 'this card is great for the money and performs adequately. i recommend this product to anyone who needs a memory card.', 'if you need a memory card, this one works as advertised... it is fast and reliable. i have never had a problem with this brand.']"
9,"i bought this for my ms surface tablet and this tripled my storage space. i copy all my media to this and have endless hours of entertainment when i'm on a plane ride or in hotels. i bought this for media storage on my surface 2 and absolutely love it. it allows me to store my videos, pictures, and music on a removable drive and keep my tablets memory free for apps. i would recommend this to anyone with a tablet looking to expand their storage capabilities. shipping and packaging were perfect and quick. added this to my microsoft surface rt tablet and it works perfectly and is extremely fast. perfect for storing videos!","[""i bought this for my ms surface tablet and this tripled my storage space. i copy all my media to this and have endless hours of entertainment when i'm on a plane ride or in hotels."", 'i bought this for media storage on my surface 2 and absolutely love it. it allows me to store my videos, pictures, and music on a removable drive and keep my tablets memory free for apps. i would recommend this to anyone with a tablet looking to expand their storage capabilities. shipping and packaging were perfect and quick.', 'added this to my microsoft surface rt tablet and it works perfectly and is extremely fast. perfect for storing videos!']"
