cluster_id,summary_keywords
3,"issues product, absolutely issues, issue longevity, issues, product breaks"
7,"s16gb sandisk, 4gb sandisk, recommended sandisk, performance sandisk, speed storage"
14,"sandisk reliable, sandisk good, recommend sandisk, sandisk recommend, sandisk reputable"
2,"card reliable, card issues, card problems, card complaints, card write"
1,"card gopro, card camera, card pro, recording gopro, videos card"
0,"san disk, tablet san, san disc, memory san, sd micro"
12,"sandisk s3, sandisk advise, returned sandisk, reliable sandisk, sandisk warranty"
8,"tablet 64gb, 64gb surface, 32gb microsd, surface pro, surface 64g"
5,"128gb microsd, sd card, sd cards, 128gb cards, memory card"
10,"s4 storage, s4 memory, samsung s4g, memory phone, samsung s4"
4,"tablet 32gb, note 32gb, 32gb storage, 32gb great, 64gb microsd"
9,"storage smartphone, storage android, storage tablet, phone storage, storage nexus"
6,"samsung tablet, issues tablet, tablet pro, galaxy tab2, tablet excellent"
11,"microsd card, best microsd, sd microsd, microsd cards, micro sd"
13,"sdxc card, format card, fat32 card, fat32 sdxc, formated card"
15,"sandisk memory, sandisk recommend, reliable sandisk, recommend sandisk, sandisk reliable"
