cluster_id,summary_keywords
212,"issues issues, issues, issues till, problems issues, problems"
419,"phone memory, memory motorola, memory phone, add memory, motorola razr"
49,"card reliable, note2 card, note3 update, note3 note2, note3"
26,"sd card, sd cards, memory card, packaging htc, card decent"
156,"recommend 32gb, sd card, 32gb card, 32gb sd, phone 32gb"
43,"sandisk 32gb, card sandisk, 64gb sandisk, sandisk ultra, phone sandisk"
415,"card reliable, fast card, card galaxy, card super, galaxy s4"
69,"usb3 reader, expected usb3, slow transfering, sd adapter, usb3"
64,"sdhc card, reliable sdhc, sd card, sdhc cameras, solid sdhc"
244,"card issues, card complaints, card problems, issues card, problems card"
537,"card gopro, gopro hero3, gopro hero, sdhc card, microsdxc card"
313,"sd card, storage, 20gbs pictures, storage ask, card 2gb"
348,"microsdxc card, sd card, samsung sd, sandisk ultra, sd cards"
450,"transfer speed, speed card, transfer files, dslr card, speed nice"
317,"write speeds, s3 16gb, storage mobile, storage card, slower card"
11,"san disk, tablet san, san disc, disk card, microsd card"
240,"galaxy s3, iphone s3, s3 phone, samsung galaxy, videos card"
116,"samsung tablet, tablet samsung, samsung, perfectly samsung, perfect samsung"
342,"usb3 performance, performance usb, measured throughput, speed read, throughput"
80,"64gb size, imagine 64gb, 64gb, lamp server, server price"
219,"memory card, card memory, memory cards, quality memory, review memory"
197,"tablet 64gb, 64gb surface, 32gb microsd, surface pro, surface 64g"
357,"card galaxy, card data, format card, copying 3gb, content card"
478,"camera sd, camera recording, video recording, gps camera, camera records"
34,"flash drive, drive gigabytes, storage, flac recordings, gigabytes says"
322,"fastest microsd, microsd cards, micro sd, sd card, sd cards"
33,"sandisk 64gb, sandisk memory, 8mb note, sandisk ultra, great 128gb"
77,"storage fast, data speeds, storage great, capacity storage, storage"
135,"recommend sandisk, sandisk reputable, worth sandisk, camcorder required, sd cards"
83,"16gb card, 16 16gb, size 16gb, memory card, 16 gb"
242,"does work, advertised good, works pretty, does does, temperatures does"
402,"replacement card, replace card, card phone, card reader, card problemsbeen"
196,"memory card, card memory, review memory, price memory, data card"
434,"cards 32gb, sd card, card camera, 32gb means, contour camera"
146,"64gb card, s2 64gb, 32gb card, memory card, upgrade 64gb"
393,"sd card, micro sd, mini sd, sd, android"
278,"card samsung, galaxy note, new samsung, samsung galaxy, device compatibility"
386,"reliable sandisk, sandisk really, sandisk ultra, sandisk, data sandisk"
513,"samsung smartphones, galaxy s4, samsung galaxy, memorysandisk reliable, use samsung"
191,"tablet memory, 16gb tablet, tablet sd, memory samsung, galaxy tablet"
403,"sandisk reputable, sandisk warranty, buy sandisk, sandisk products, trust sandisk"
448,"transfers faster, transfer speeds, faster transfers, card ntfs, files slow"
8,"extra memory, storing music, memory cat, chew memory, things memory"
347,"sandisk good, used sandisk, sandisk, sandisk recommend, sandisk reputable"
211,"cheaper cards, card reads, memory card, memory garmin, card fast"
424,"writes card, write protection, sd card, allowing writes, write protect"
