cluster_id,summary_keywords
4,"issues product, absolutely issues, issue longevity, issues, product breaks"
1,"sd card, sd cards, microsdxc card, memory card, packaging htc"
9,"faster microsd, performance sandisk, fast sd, speed sandisk, microsd benchmarked"
17,"sandisk reliable, sandisk good, recommend sandisk, sandisk recommend, sandisk reputable"
3,"card reliable, card issues, card problems, card complaints, card write"
2,"card gopro, card camera, card pro, recording gopro, videos card"
0,"san disk, tablet san, san disc, memory san, sd micro"
5,"memory tablet, samsung tablet, tablet samsung, galaxy tablet, gig tablet"
16,"sandisk s3, sandisk advise, returned sandisk, reliable sandisk, sandisk warranty"
6,"tablet 64gb, 64gb surface, 32gb microsd, surface pro, surface 64g"
11,"32gb cards, 32gb card, memory card, card memory, card 64gb"
12,"microsd card, micro sd, sd card, microsd cards, best microsd"
10,"128gb microsd, sd card, 128gb cards, 7mb card, card sd"
13,"samsung s4g, s4 memory, samsung s4, successfully samsung, memory phone"
7,"tablet 32gb, note 32gb, 32gb storage, 32gb great, 64gb microsd"
14,"storage smartphone, storage android, storage tablet, phone storage, storage nexus"
8,"speed usb, sd card, nexus fast, micro sd, storage mobile"
15,"exfat s3, s3 card, card fat32, fat32 card, card exfat"
18,"sandisk memory, sandisk recommend, reliable sandisk, recommend sandisk, sandisk reliable"
