cluster_id,summary_keywords
2,"issues product, absolutely issues, issue longevity, issues, product breaks"
6,"s16gb sandisk, recommended sandisk, performance sandisk, speed storage, sandisk ultra"
12,"sandisk reliable, sandisk good, recommend sandisk, sandisk recommend, sandisk reputable"
1,"card issues, card problems, card complaints, card write, quality card"
0,"card gopro, card camera, card pro, recording gopro, videos card"
11,"sandisk s3, sandisk advise, returned sandisk, reliable sandisk, sandisk warranty"
5,"tablet 64gb, 64gb surface, 32gb microsd, surface pro, surface 64g"
4,"128gb microsd, sd card, 128gb cards, 7mb card, card sd"
7,"s4 memory, samsung s4g, samsung s4, samsung gs4, issues samsung"
3,"note 32gb, tablet 32gb, 32gb storage, storage tablet, memory tablet"
8,"storage smartphone, storage android, phone storage, storage nexus, storage phone"
9,"microsd card, best microsd, sd microsd, micro sd, microsd cards"
10,"exfat s3, card exfat, format card, formatted exfat32, sdxc card"
13,"sandisk memory, sandisk recommend, reliable sandisk, recommend sandisk, sandisk reliable"
