cluster_id,summary_keywords
13,"adapter reliable, properly adapter, issues product, adapter review, product issues"
2,"memory htc, memory smartphone, phone memory, phones memory, memory phone"
1,"card reliable, reliable card, note2 card, card quality, s3 card"
5,"sd card, recommend 32gb, cards 32gb, 32gb microsd, sd cards"
12,"storage tablet, tablet storage, tablet memory, tablet 40gb, tablet 32gb"
6,"sandisk slow, faster sandisk, speed sandisk, sandisk fast, speeds microsd"
3,"sandisk reliable, sandisk reputable, recommend sandisk, reliable sandisk, reviews sandisk"
4,"card gopro, carduse gopro, gopro sandisk, sandisk gopro, cards gopro"
9,"storage phone, storage samsung, storage smartphone, device storage, phone storage"
0,"performance usb, compatible sd, usb3 performance, microsd fast, slower usb"
11,"samsung 32gb, s3 32gb, note 32gb, samsung 64gb, phone 32gb"
7,"san disk, san disc, quality disk, disk buyers, buy disks"
8,"sandisk microsd, sandisk sd, sandisk micro, sandisk fine, sandisk microsdxc"
10,"tablet performance, memory tablet, samsung tablet, tablet samsung, tablet memory"
14,"memory card, card memory, memory cards, fast memorycard, memorycard"
