cluster_id,summary_keywords
417,"issues issues, issues good, problems issues, issues, issues till"
413,"product breaks, versions paint, paint looks, paint, problems product"
507,"sandisk storage, storage device, memory smartphone, storage phone, smartphone sandisk"
82,"fast card, fast using, 4g phone, galaxy s4, using htc"
159,"usb3 reader, usb2 card, writes faster, reads writes, dedicated usb2"
526,"sandisk quality, sandisk using, sandisk exclusively, sandisk work, use sandisk"
227,"write speeds, card writes, write speed, writes fast, writing speed"
34,"microsdxc gopro, card gopro, memory card, sd card, microsdxc card"
436,"storage space, storage, card 2gb, needed storage, 2gb"
173,"adapter microsd, microsd card, microsd cards, microsd adapters, sd microsd"
541,"sandisk reliable, sandisk reputable, sandisk good, sandisk disappoints, sandisk quality"
14,"san disk, sd micro, memory san, tablet san, san disc"
400,"galaxy s3, card phone, stuck s2, format card, s2 formatted"
285,"samsung tablet, tablet samsung, samsung iii, s3 samsung, great samsung"
118,"64gb small, 64gb size, storage fit, imagine 64gb, fit 64gb"
525,"sandisk 32, sandisk quality, error sandisk, buying sandisk, sandisk"
310,"complaints speed, slow expensive, absolutely issues, slow fail, speed"
359,"format card, card data, card recommend, card galaxy, transfer speeds"
235,"sd card, samsung memory, micro sd, microsd card, sandisk ultra"
374,"gps camera, action cam, sony camera, pro camera, use gopro"
539,"buy sandisk, sandisk, love sandisk, sandisk love, sandisk loved"
355,"perfect 32gb, use 32gb, 64gb storage, 16gb 32gb, 32gb week"
462,"expected s3, s3, s3 say, purchase recommend, advertised good"
500,"replacement card, card problemsbeen, formatted card, tablet stopped, replace card"
116,"sd card, memory card, roku format, sd adapter, card works"
202,"card camera, videos card, camera card, footage card, memory card"
396,"adapter fine, 16gb, 16gb version, memory cards, great adapter"
320,"sd card, micro sd, memory tablet, memory card, sd memory"
332,"card smartphone, samsung g5, tablet card, samsung smartphone, storage mobile"
341,"memory tablet, samsung tablet, galaxy tablet, memory samsung, nook memory"
70,"sdr104 speeds, sdr104, means sdr104, faster card, card c10"
381,"tablet 32gb, memory tablet, tablet memory, sandisk adapter, capacity tablet"
86,"fills mp3, extra memory, mp3 player, boost mp3, mp3"
35,"32gig card, 16 gb, limitation microsd, gb micro, files card"
291,"windows tablet, phone tablet, tablet device, tablet greatly, great tablet"
