cluster_id,summary_keywords
0,"issues product, product breaks, adapter reliable, properly adapter, issue longevity"
4,"expensive 32gb, 64mb microsd, sandisk 16gb, 128gb microsd, sd card"
3,"sandisk recommended, recommended sandisk, sandisk recommend, sandisk good, sandisk reliable"
2,"card gopro, gopro sandisk, sandisk gopro, camera card, carduse gopro"
1,"sandisk microsd, sandisk sd, recommend sandisk, samsung sd, speeds microsd"
11,"samsung sandisk, s3 working, samsung card, samsung s3, galaxy s3"
10,"sandisk microsd, failure sandisk, failed sandisk, sandisk failed, sandisk faulty"
7,"surface pro, surface pros, tablet 32gb, 64gb surface, microsoft surface"
8,"sandisk ultra, faster sandisk, sandisk 128gb, note 128gb, note 32gb"
9,"s4 storage, samsung s4, s4 memory, galaxy s4, samsung gs4"
5,"tab3 memory, tablet 32gb, tablet 40gb, samsung tab3, tablet performance"
6,"phone storage, storage android, device storage, storage phone, storage recommend"
