cluster_id,summary_keywords
3,"issues product, absolutely issues, issue longevity, issues, product breaks"
9,"s16gb sandisk, recommended sandisk, performance sandisk, speed storage, sandisk ultra"
8,"sandisk reliable, samsung sandisk, sandisk s3, reviews sandisk, reliable sandisk"
0,"card issues, card slower, card problems, card complaints, card write"
1,"card gopro, microsdxc gopro, gopro memory, cards gopro, microsd gopro"
4,"tablet 64gb, 64gb surface, 32gb microsd, surface pro, surface 64g"
2,"memory cam, camera memory, card camera, camera sd, cam 32gb"
5,"note 32gb, 32gb sandisk, 128gb microsd, 64gb microsd, 64gb sandisk"
6,"s4 storage, s4 memory, samsung s4g, memory phone, samsung s4"
7,"storage smartphone, storage android, phone storage, storage nexus, storage phone"
