cluster_id,summary_keywords
0,"issues product, adapter reliable, absolutely issues, properly adapter, complaints great"
5,"128gb microsd, 64gb sds, microsd card, sd card, gb microsd"
4,"sandisk recommended, recommended sandisk, recommend sandisk, sandisk recommend, sandisk good"
2,"card gopro, gopro sandisk, sandisk gopro, camera card, carduse gopro"
1,"sandisk microsd, sandisk sd, recommend sandisk, samsung sd, speeds microsd"
14,"microsd gs3, exfat s3, sd recognized, sd card, samsung sandisk"
12,"sandisk microsd, failed sandisk, sandisk failed, sandisk faulty, sandisk recovery"
8,"surface pro, surface pros, microsoft surface, tablet 32gb, windows surface"
6,"microsd card, micro sd, sd card, tablet microsd, microsd chip"
10,"sandisk ultra, faster sandisk, sandisk 128gb, note 128gb, note 32gb"
13,"s4 storage, samsung s4, s4 memory, galaxy s4, samsung gs4"
9,"tab3 memory, tablet 32gb, samsung tab3, tablet performance, tablet sd"
3,"card class, issues card, card complaints, quality card, card good"
7,"smartphone storage, phone storage, storage android, device storage, storage phone"
11,"smartphone memory, card smartphone, phone memory, storage phone, memory phone"
