cluster_id,summary_keywords
5,"quality disk, adapter fine, properly adapter, absolutely issues, disks great"
0,"memory phone, phone memory, memory mobile, storage smartphone, quality memory"
8,"s3 microsd, s3 card, card s3, sd s3, s3 sd"
7,"sandisk storage, storage sandisk, sandisk sd, sandisk 128gb, sandisk reliable"
1,"sd card, sd cards, microsd card, 32gb microsd, microsd cards"
9,"storage smartphone, storage phone, storage mobile, memory phone, storage android"
2,"speedy samsung, samsung fast, sd card, s4 memory, sd cards"
6,"memory card, sd card, card memory, memory smartphone, card reliable"
4,"sandisk ultras, sandisk recommended, sandisk ultra, sandisk highly, performance sandisk"
3,"camera memory, speed memory, camera sd, storage camera, recording speed"
