cluster_id,summary_keywords
7,"sandisk quality, card reliable, reliable sd, review sandisk, reliability sandisk"
2,"memory phone, s4 memory, memory mobile, phone memory, s3 memory"
11,"san disk, san disc, quality disk, disks great, buy disks"
14,"sd card, s4 card, card samsung, card s3, phone 32gb"
9,"storage tablet, storage device, sandisk 32gb, sandisk 64gb, better storage"
13,"sandisk reliable, sandisk decent, sandisk good, recommend sandisk, sandisk 32gb"
5,"sandisk microsd, sandisk apprehensive, sandisk work, using sandisk, sandisk sd"
8,"recommended sandisk, recommend sandisk, sandisk recommend, sandisk good, sandisk reliable"
12,"reliable microsd, best microsd, sandisk recommended, sd card, sd microsd"
4,"card gopro, gopro 32gb, sandisk gopro, recording card, camera card"
6,"phones memory, phone memory, gb microsd, memory card, memory smartphone"
10,"sandisk ultras, sandisk recommended, sandisk ultra, sandisk highly, performance sandisk"
3,"sandisk s3, issues sandisk, unreliable sandisk, kingston sandisk, sandisk kingston"
1,"tablet performance, tablet memory, memory tablet, tablet 40gb, tablet 32gb"
0,"performance usb, performance sandisk, microsd speed, speed usb, sandisk ultra"
