cluster_id,summary_keywords
11,"issues tablet, devices issues, issues samsung, complaints tablet, tablet issues"
6,"storage samsung, smartphone storage, storage android, memory samsung, memory smartphone"
8,"san disk, san disc, quality disk, disks great, disk doing"
7,"card reliable, reliable card, card s3, sd card, s3 card"
1,"tablet storage, storage tablet, tablet memory, tablet 32gb, tablet 40gb"
13,"sandisk reliable, sandisk decent, sandisk good, recommend sandisk, sandisk 32gb"
18,"speedy samsung, galaxy 10, fast samsung, samsung fast, memory phone"
14,"performance usb, slower usb, sandisk slow, write performance, write speeds"
19,"recommend sandisk, sandisk recommend, sandisk reliable, recommended sandisk, sandisk good"
17,"sdhc card, sd card, sd cards, microsdhc card, dslr card"
15,"card gopro, cards gopro, memory card, gopro 32gb, microsd card"
0,"phone storage, storage smartphone, storage phone, phone memory, smartphone storage"
10,"sandisk ultras, sandisk recommended, sandisk ultra, sandisk highly, performance sandisk"
16,"sd card, sandisk microsd, microsd fast, microsd speed, sandisk 16gb"
12,"nl1520 video, videos card, works nl1520, card camera, quality card"
3,"sandisk s3, issues sandisk, unreliable sandisk, kingston sandisk, sandisk kingston"
2,"speedy responsive, samsung tablet, tablet samsung, memory smartphone, issues speed"
5,"failure sandisk, sandisk broke, sandisk replaced, sandisk microsd, sandisk replacement"
4,"camera sandisk, sandisk recording, recording cards, gb recording, card recording"
9,"note 32gb, phone 32gb, 32gb galaxy, 16gb phone, 16gb samsung"
